,Investors,Primary Investor Type,Other Investor Types,# of Investment Professionals,HQ State/Province,HQ Country/Territory,HQ Global Region,HQ Global Sub Region,Investor Status,Last Updated Date,Ownership Status,Company Financing Status,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,SIC Code Descriptions,SIC Group Descriptions,SIC Sector Descriptions,Revenue,Total Assets,Net Income,Enterprise Value,EBITDA,EBIT,Market Cap,Net Debt,Free Cash Flow,Investments,Exits,Active Portfolio,Investments in the last 7 days,Investments in the last 6 months,Investments in the last 12 months,Investments in the last 2 years,Investments in the last 5 years,Total Investments,Total Exits,Total Active Portfolio,Total Investments in the last 7 days,Total Investments in the last 6 months,Total Investments in the last 12 months,Total Investments in the last 2 years,Total Investments in the last 5 years,Last Investment Date,Last Investment Size,Last Investment Size Status,Last Investment Valuation,Last Investment Valuation Status,Last Investment Type,Last Investment Type 2,Last Investment Type 3,Last Investment Class,Last Investment Debt,Last Investment Debt Size,Last Investment Debt Date,Last Investment Status,AUM,Dry Powder,Trade Association,Total # of Hedge Funds,Total # of Credit,Total # of Equity,Total # of Macro,Total # of Event Driven,Total # of Relative Value,Total # of Risk Parity,Total # of Risk Premia,Total # of Fund of Funds,Total # of Other,Total Hedge Fund NAV,Total NAV Credit,Total NAV Equity,Total NAV Macro,Total NAV Event Driven,Total NAV Relative Value,Total NAV Risk Parity,Total NAV Risk Premia,Total NAV Fund of Funds,Total NAV Other,# Funds Open,# Funds Closed,# Funds Closed in the last 6 months,# Funds Closed in the last 12 months,# Funds Closed in the last 2 years,# Funds Closed in the last 5 years,Most Likely Fundraising,Min Fund Size,Max Fund Size,Median Fund Size,Total Funds Open,Total Funds Closed,Total Funds Closed in the last 6 months,Total Funds Closed in the last 12 months,Total Funds Closed in the last 2 years,Total Funds Closed in the last 5 years,Last Closed Fund Vintage,Last Closed Fund Size,Last Closed Fund Type,Last Closed Fund Close Date,Last Closed Fund Open Date,Preferred Industry,Preferred Verticals,Preferred Geography,Preferred Investment Types,Real Asset Preferences,Impact Category Preferences,Other Stated Preferences,Preferred Investment Amount,Preferred Investment Amount Min,Preferred Investment Amount Max,Preferred Deal Size,Preferred Deal Size Min,Preferred Deal Size Max,Preferred Company Valuation,Preferred Company Valuation Min,Preferred Company Valuation Max,Preferred EBITDA,Preferred EBITDA Min,Preferred EBITDA Max,Preferred EBIT,Preferred EBIT Min,Preferred EBIT Max,Preferred Revenue,Preferred Revenue Min,Preferred Revenue Max,Preferred Investment Horizon,Latest Note,Latest Note - Author,Median Quartile,Number of Funds,1 (Top Quartile),2 (Upper-Mid Quartile),3 (Lower-Mid Quartile),4 (Bottom Quartile),today,days_diff,Last Investment Delta,Last Investment Size filled,Recency Score,Frequency Score,Monetary Score,RFM Score,Segment,Recency,Frequency,Monetary
709,Investor 710,Family Office,,6.0,California,United States,Americas,North America,,9-Jun-23,,,,,,,,,,,,,,,,,,,,,43,10.0,13.0,,3.0,5.0,16.0,24,43,10.0,13.0,,3.0,5.0,16.0,24,20-Jul-22,6.0,Actual,,,Seed Round,Seed Round,,Venture Capital,,,20-Jul-22,Completed,3637.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Commercial Services, Software",,,"Angel (individual), Early Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,367 days,367,6.0,3,5,3,353,Loyal Investors,367,43,6.0
710,Investor 711,VC-Backed Company,Corporation,3.0,Florida,United States,Americas,North America,,15-Jun-23,Privately Held (backing),Venture Capital-Backed,Information Technology,Software,Financial Software,"Financial Software*, Other Financial Services","FinTech, SaaS, TMT","accounting automation, business cards tech, corporate card technology, expense management system, financial card, financial services, spend management tool",,,,100.0,,,,,,,,,9,1.0,6.0,,,3.0,9.0,9,9,1.0,6.0,,,3.0,9.0,9,20-Jul-20,1.55,Actual,,,Seed Round,Seed Round,,Venture Capital,,,20-Jul-20,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,0.25 - 8.00,0.25,8.0,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,1097 days,1097,1.55,1,3,2,132,At Risk,1097,9,1.55
711,Investor 712,Corporation,,,California,United States,Americas,North America,Acquired/Merged (Operating Subsidiary),13-Jun-23,Privately Held (backing),Venture Capital-Backed,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Media and Information Services (B2B), Social/Platform Software","Marketing Tech, SaaS","community building, community engagement platform, community platform, customer community, customer experience platform, customer relationship platform",,,,,,,,,,,,,2,,1.0,,,,2.0,2,2,,1.0,,,,2.0,2,26-Apr-23,4.0,Actual,,,Later Stage VC,,,Venture Capital,,,26-Apr-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,"SaaS, TMT","Eastern Europe, Southern Europe, Western Europe","Early Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,87 days,87,4.0,5,1,3,513,New Investors,87,2,4.0
712,Investor 713,Venture Capital,,4.0,,Spain,Europe,Southern Europe,Actively Seeking New Investments,5-Jun-23,,,,,,,,,,,,,,,,,,,,,32,4.0,19.0,1.0,4.0,8.0,19.0,32,32,4.0,19.0,1.0,4.0,8.0,19.0,32,6-Dec-22,1.2,Actual,,,Seed Round,Seed Round,,Venture Capital,,,6-Dec-22,Completed,50.0,28.88,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,No,50.0,50.0,50.0,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,228 days,228,1.2,4,4,1,441,Loyal Investors,228,32,1.2
713,Investor 714,Angel (individual),,,England,United Kingdom,Europe,Western Europe,,14-Apr-23,,,,,,,,,,,,,,,,,,,,,3,,3.0,,,,3.0,3,3,,3.0,,,,3.0,3,14-Mar-23,2.8,Actual,,,Seed Round,Seed Round,,Venture Capital,,,14-Mar-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,"Artificial Intelligence & Machine Learning, SaaS, TMT",,,,,,0.01 - 3.00,0.01,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,130 days,130,2.8,4,2,2,422,Potential Loyalists,130,3,2.8
714,Investor 715,Angel (individual),,,,,,,,14-Jun-23,,,,,,,,,,,,,,,,,,,,,3,,2.0,,,,,1,3,,2.0,,,,,1,14-Feb-23,3.0,Actual,,,Early Stage VC,,,Venture Capital,,,14-Feb-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Commercial Transportation, Education and Training Services (B2B), Healthcare, Services (Non-Financial), Transportation","FinTech, HealthTech, Real Estate Technology, SaaS","Central America, South America","Convertible Debt, Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,158 days,158,3.0,4,2,2,422,Potential Loyalists,158,3,3.0
715,Investor 716,Venture Capital,,1.0,,,,,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,13,3.0,9.0,,,1.0,2.0,12,13,3.0,9.0,,,1.0,2.0,12,1-Oct-20,,,,,Seed Round,Seed Round,,Venture Capital,,,1-Oct-20,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Information Technology, Marine","Artificial Intelligence & Machine Learning, Infrastructure, TMT",,"Accelerator/Incubator, Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,1024 days,1024,0.0,1,3,1,131,At Risk,1024,13,0.0
716,Investor 717,Venture Capital,,,,,,,Actively Seeking New Investments,5-Jun-23,,,,,,,,,,,,,,,,,,,,,2,,2.0,,,,1.0,2,2,,2.0,,,,1.0,2,16-Mar-23,3.0,Actual,,,Seed Round,Seed Round,,Venture Capital,,,16-Mar-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Media, Restaurants, Hotels and Leisure",TMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,128 days,128,3.0,4,1,2,412,Promising,128,2,3.0
717,Investor 718,Angel (individual),,,,,,,Actively Seeking New Investments,19-May-23,,,,,,,,,,,,,,,,,,,,,3,,2.0,,,,2.0,3,3,,2.0,,,,2.0,3,1-Feb-22,3.01,Actual,20.0,Actual,Later Stage VC,Series 1,,Venture Capital,,,1-Feb-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2020.0,22.88,Venture - General,3-Feb-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,536 days,536,3.01,2,2,2,222,Hibernating,536,3,3.01
718,Investor 719,Venture Capital,,4.0,New York,United States,Americas,North America,Actively Seeking New Investments,7-Jun-23,,,,,,,,,,,,,,,,,,,,,12,2.0,10.0,,2.0,2.0,3.0,10,12,2.0,10.0,,2.0,2.0,3.0,10,15-Aug-22,,,,,PE Growth/Expansion,,,Private Equity,,,15-Aug-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,No,,,,,1.0,,,1.0,1.0,2022.0,4.52,Venture - General,24-Mar-22,,,,,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,341 days,341,0.0,3,3,1,331,Need Attention,341,12,0.0
719,Investor 720,Angel (individual),,,California,United States,Americas,North America,,8-Jun-23,,,,,,,,,,,,,,,,,,,,,15,2.0,12.0,,,2.0,7.0,12,15,2.0,12.0,,,2.0,7.0,12,1-Dec-22,40.0,Actual,,,Later Stage VC,Series B,,Venture Capital,,,1-Dec-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,233 days,233,40.0,3,3,5,335,Need Attention,233,15,40.0
720,Investor 721,Angel (individual),,,,,,,,11-Jun-23,,,,,,,,,,,,,,,,,,,,,2,1.0,1.0,,,,2.0,2,2,1.0,1.0,,,,2.0,2,5-Jun-23,2.0,Actual,,,Seed Round,Seed Round,,Venture Capital,,,5-Jun-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Aerospace and Defense, Building Products, Chemicals and Gases, Commercial Transportation, Communications and Networking, Computer Hardware, Consumer Non-Durables, Containers and Packaging, Electrical Equipment, Electronics (B2C), Healthcare Technology Systems, Household Appliances, Human Capital Services, Information Services (B2C), Internet Retail, Media and Information Services (B2B), Movies, Music and Entertainment, Other Agriculture, Other Financial Services, Other Healthcare Services, Other Restaurants, Hotels and Leisure, Pharmaceuticals and Biotechnology, Semiconductors, Social Content, Software, Specialty Retail, Transportation","AdTech, AgTech, Artificial Intelligence & Machine Learning, Augmented Reality, B2B Payments, Beauty, Big Data, CleanTech, Climate Tech, CloudTech & DevOps, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, FoodTech, Gaming, HealthTech, HR Tech, Impact Investing, Internet of Things, Life Sciences, LOHAS & Wellness, Micro-Mobility, Mobile, Oncology, Pet Technology, Real Estate Technology, Restaurant Technology, SaaS, Space Technology, TMT, Virtual Reality",,"Accelerator/Incubator, Acquisition Financing, Asset Acquisition, Asset Divestiture (Corporate), Convertible Debt, Early Stage VC, Later Stage VC, PE Growth/Expansion, Secondary Transaction - Private, Seed Round",,,"Long-Term Investor, Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,47 days,47,2.0,5,1,2,512,New Investors,47,2,2.0
721,Investor 722,Angel (individual),,,,,,,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,6,1.0,4.0,,1.0,2.0,4.0,6,6,1.0,4.0,,1.0,2.0,4.0,6,27-Feb-23,,,,,Seed Round,Seed Round,,Venture Capital,,,27-Feb-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Healthcare Devices and Supplies, Healthcare Technology Systems, Other Healthcare","Digital Health, HealthTech, Life Sciences",,"Early Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,145 days,145,0.0,4,2,1,421,Potential Loyalists,145,6,0.0
722,Investor 723,Venture Capital,,5.0,,,,,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,0.69,,,,,,0.0,,32,7.0,17.0,,4.0,6.0,13.0,25,32,7.0,17.0,,4.0,6.0,13.0,25,2-Nov-21,2.4,Actual,,,Early Stage VC,,,Venture Capital,,,2-Nov-21,Completed,150.0,28.24,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,Yes,78.5,78.5,78.5,,1.0,,,,1.0,2021.0,,Venture Capital - Early Stage,31-Dec-21,14-Oct-21,Software,TMT,"408, 650, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,627 days,627,2.4,2,4,2,242,At Risk,627,32,2.4
723,Investor 724,Venture Capital,Fund of Funds,2.0,California,United States,Americas,North America,Actively Seeking New Investments,5-Jun-23,Privately Held (backing),Private Equity-Backed,Financial Services,Other Financial Services,Other Financial Services,"Other Capital Markets/Institutions, Other Financial Services*",,"accelerator fund, capital investment, capital investment firm, early stage funding, growth stage financing, venture capital funding, venture platform funding",,,,,,,,,,,,,53,9.0,28.0,,,1.0,3.0,29,53,9.0,28.0,,,1.0,3.0,29,30-Jul-21,11.55,Actual,42.0,Actual,Early Stage VC,Series A,,Venture Capital,,,30-Jul-21,Completed,106.53,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,Yes,,,,,1.0,,,,,,,,,,"Commercial Services, Software",TMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,722 days,722,11.55,1,5,4,154,Can't Lose,722,53,11.55
724,Investor 725,Angel (individual),,,California,United States,Americas,North America,,14-Jun-23,,,,,,,,,,,,,,,,,,,,,14,,14.0,,,1.0,5.0,13,14,,14.0,,,1.0,5.0,13,13-Oct-22,150.0,Actual,550.0,Actual,Later Stage VC,Series B,,Venture Capital,,,13-Oct-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Financial Services, Other Information Technology, Software","Big Data, Internet of Things, SaaS",,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,282 days,282,150.0,3,3,5,335,Need Attention,282,14,150.0
725,Investor 726,Venture Capital,Asset Manager,12.0,California,United States,Americas,North America,,31-May-23,Publicly Held,Corporate Backed or Acquired,Financial Services,Capital Markets/Institutions,Asset Management,"Asset Management*, Investment Banks, Other Financial Services","Cryptocurrency/Blockchain, FinTech","asset manager, blockchain technology, financial services, investment manager, portfolio management","Security brokers, dealers & flotation companies","Brokers, Dealers, Exchanges & Services","Finance, Insurance & Real Estate",-406.13,2923.11,-767.38,387.41,-772.37,-772.37,363.9,308.06,-36.01,129,17.0,89.0,,8.0,14.0,56.0,114,129,17.0,89.0,,8.0,14.0,56.0,114,7-Oct-21,2.95,Actual,,,Seed Round,Seed Round,,Venture Capital,,,7-Oct-21,Completed,2415.0,248.21,,3.0,,2.0,,,,,,1.0,,,,,,,,,,,,7.0,4.0,2.0,2.0,4.0,4.0,Yes,0.28,325.0,56.39,7.0,4.0,2.0,2.0,4.0,4.0,,,,,,Infrastructure,Cryptocurrency/Blockchain,,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",0.03 - 1.00,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,653 days,653,2.95,2,5,2,252,Can't Lose,653,129,2.95
726,Investor 727,PE/Buyout,"Growth/Expansion, Venture Capital",39.0,Illinois,United States,Americas,North America,,5-Jun-23,,,,,,,,,,,,,,,,,,,,,249,87.0,91.0,,11.0,30.0,54.0,142,249,87.0,91.0,,11.0,30.0,54.0,142,18-May-23,31.93,Actual,,,Early Stage VC,Series A1,,Venture Capital,,,18-May-23,Completed,10000.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,Yes,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,65 days,65,31.93,5,5,5,555,Champions,65,249,31.93
727,Investor 728,Accelerator/Incubator,,,,,,,Actively Seeking New Investments,13-Jun-23,,,,,,,,,,,,,,,,,,,,,24,,22.0,1.0,4.0,8.0,16.0,21,24,,22.0,1.0,4.0,8.0,16.0,21,17-May-23,3.33,Actual,,,Seed Round,Seed Round,,Venture Capital,,,17-May-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,66 days,66,3.33,5,4,3,543,Champions,66,24,3.33
728,Investor 729,Angel (individual),,1.0,,Japan,Asia,East Asia,Actively Seeking New Investments,19-Apr-23,,,,,,,,,,,,,,,,,,,,,12,6.0,5.0,,1.0,1.0,2.0,2,12,6.0,5.0,,1.0,1.0,2.0,2,26-Apr-23,,,,,Merger/Acquisition,Corporate Divestiture,,Corporate,,,26-Apr-23,Announced/In Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,0.12 - 0.87,0.12,0.87,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,87 days,87,0.0,5,3,1,531,Potential Loyalists,87,12,0.0
729,Investor 730,Venture Capital,,,,Netherlands,Europe,Western Europe,Actively Seeking New Investments,6-Jun-23,,,,,,,,,,,,,,,,,,,,,8,,7.0,,,,6.0,8,8,,7.0,,,,6.0,8,1-Mar-23,44.0,Actual,170.0,Actual,Later Stage VC,Series B,,Venture Capital,Bridge (Convertible),,1-Mar-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,143 days,143,44.0,4,3,5,435,Potential Loyalists,143,8,44.0
730,Investor 731,Venture Capital,,2.0,,Spain,Europe,Southern Europe,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,31,1.0,29.0,,6.0,13.0,28.0,30,31,1.0,29.0,,6.0,13.0,28.0,30,3-May-22,115.0,Actual,565.0,Actual,Later Stage VC,Series C,,Venture Capital,,,3-May-22,Completed,,6.27,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Yes,,,,1.0,,,,,,,,,,,,,Bay Area,Early Stage VC,,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,445 days,445,115.0,2,4,5,245,At Risk,445,31,115.0
731,Investor 732,Venture Capital,,,Maharashtra,India,Asia,South Asia,Actively Seeking New Investments,1-May-23,,,,,,,,,,,,,,,,,,,,,3,3.0,,,,,1.0,2,3,3.0,,,,,1.0,2,16-Mar-22,20.0,Actual,160.0,Actual,Early Stage VC,Series A,,Venture Capital,,,16-Mar-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,"Healthcare, Retail, Software","AdTech, E-Commerce, FinTech, HealthTech, Mobile",,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,493 days,493,20.0,2,2,4,224,Hibernating,493,3,20.0
732,Investor 733,Corporation,VC-Backed Company,9.0,,Saudi Arabia,Middle East,Middle East,Actively Seeking New Investments,15-Jun-23,Acquired/Merged (Operating Subsidiary),Formerly VC-backed,Consumer Products and Services (B2C),Services (Non-Financial),Real Estate Services (B2C),"Education and Training Services (B2B), Real Estate Services (B2C)*",Real Estate Technology,"home buy and selling, online property search, online property site, real estate agent, real estate brokerage service, real estate market, real estate platform",,,,76100.0,,,,,,,,,12,1.0,2.0,,1.0,2.0,3.0,5,12,1.0,2.0,,1.0,2.0,3.0,5,30-Mar-23,493.0,Actual,1400.0,Actual,Later Stage VC,Series C,,Venture Capital,,,30-Mar-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,TMT,,"Angel (individual), Early Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,114 days,114,493.0,4,3,5,435,Potential Loyalists,114,12,493.0
733,Investor 734,Asset Manager,,2.0,,Singapore,Asia,Southeast Asia,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,5,,5.0,,,1.0,3.0,3,5,,5.0,,,1.0,3.0,3,10-Mar-23,9.97,Actual,,,Seed Round,Seed Round,,Venture Capital,,,10-Mar-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",0.20 - 1.50,0.2,1.5,,,,,,,,,,,,,1,1.0,,,,,,,,,,,2023-07-22,134 days,134,9.97,4,2,4,424,Potential Loyalists,134,5,9.97
734,Investor 735,Angel (individual),,,,France,Europe,Western Europe,,5-Jun-23,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,,1,1,,1.0,,,,,1,10-May-23,1.32,Actual,,,Seed Round,Seed Round,,Venture Capital,,,10-May-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2021.0,,Venture - General,31-Dec-21,11-Jan-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,73 days,73,1.32,5,1,2,512,New Investors,73,1,1.32
735,Investor 736,Angel (individual),,,Michigan,United States,Americas,North America,,7-Jun-23,,,,,,,,,,,,,,,,,,,,,17,,15.0,,,3.0,11.0,16,17,,15.0,,,3.0,11.0,16,24-Aug-21,5.0,Actual,15.0,Actual,Seed Round,Seed Round,,Venture Capital,,,24-Aug-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,697 days,697,5.0,1,4,3,143,At Risk,697,17,5.0
736,Investor 737,Venture Capital,Growth/Expansion,3.0,California,United States,Americas,North America,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,41,5.0,29.0,,2.0,5.0,18.0,38,41,5.0,29.0,,2.0,5.0,18.0,38,9-Feb-23,3.5,,,,Early Stage VC,,,Venture Capital,,,9-Feb-23,Completed,75.0,29.85,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,2.0,No,2.5,75.0,38.75,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,163 days,163,3.5,4,4,3,443,Loyal Investors,163,41,3.5
737,Investor 738,Corporate Venture Capital,,11.0,California,United States,Americas,North America,,13-Jun-23,,,,,,,,,,,,,,,,,,,,,45,18.0,23.0,,,,1.0,17,45,18.0,23.0,,,,1.0,17,10-Jul-20,10.0,Actual,29.0,Actual,Later Stage VC,Series A,,Venture Capital,,,10-Jul-20,Completed,,,National Venture Capital Association,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2022.0,33.3,Venture Capital - Early Stage,14-Dec-22,,Information Technology,TMT,,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,1107 days,1107,10.0,1,5,4,154,Can't Lose,1107,45,10.0
738,Investor 739,Angel (individual),,,Arizona,United States,Americas,North America,,9-Jun-23,,,,,,,,,,,,,,,,,,,,,2,,2.0,,,,2.0,2,2,,2.0,,,,2.0,2,1-Dec-22,40.0,Actual,,,Later Stage VC,Series B,,Venture Capital,,,1-Dec-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,233 days,233,40.0,3,1,5,315,About to Sleep,233,2,40.0
739,Investor 740,Venture Capital,,5.0,,,,,,23-May-23,,,,,,,,,,,,,,,,,,,,,79,5.0,56.0,,7.0,16.0,35.0,69,79,5.0,56.0,,7.0,16.0,35.0,69,10-May-23,10.2,Actual,51.2,Actual,Early Stage VC,Series A,,Venture Capital,,,10-May-23,Completed,,52.65,Korean Venture Capital Association,,,,,,,,,,,,,,,,,,,,,,5.0,,,1.0,5.0,No,2.21,98.1,27.51,,5.0,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,73 days,73,10.2,5,5,4,554,Champions,73,79,10.2
740,Investor 741,Corporate Venture Capital,,6.0,,,,,Actively Seeking New Investments,6-Jun-23,Privately Held (backing),Corporate Backed or Acquired,Financial Services,Capital Markets/Institutions,Private Equity,Private Equity*,"FinTech, Internet of Things, TMT",,,,,,,,,,,,,,190,46.0,89.0,,4.0,12.0,32.0,94,190,46.0,89.0,,4.0,12.0,32.0,94,10-Sep-21,60.0,Actual,550.0,Actual,Later Stage VC,Series C,,Venture Capital,,,10-Sep-21,Completed,179.0,43.41,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,Yes,48.93,135.36,83.5,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,680 days,680,60.0,1,5,5,155,Can't Lose,680,190,60.0
741,Investor 742,Angel (individual),,,Washington,United States,Americas,North America,Actively Seeking New Investments,24-Apr-23,,,,,,,,,,,,,,,,,,,,,2,,2.0,,,,1.0,2,2,,2.0,,,,1.0,2,25-May-23,3.28,Actual,7.1,Actual,Later Stage VC,,,Venture Capital,,,25-May-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,58 days,58,3.28,5,1,3,513,New Investors,58,2,3.28
742,Investor 743,Angel (individual),,,Pennsylvania,United States,Americas,North America,,9-Jan-23,,,,,,,,,,,,,,,,,,,,,17,3.0,12.0,,,2.0,9.0,13,17,3.0,12.0,,,2.0,9.0,13,15-Oct-21,35.0,Actual,,,Early Stage VC,Series A,,Venture Capital,,,15-Oct-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,645 days,645,35.0,2,4,5,245,At Risk,645,17,35.0
